Stock Name,MarketDate,MarketPrice
Car and General (K) Ltd Ord 5.00,17-Jun-19,24.3000
British American Tobacco Kenya Ltd Ord 10.00,17-Jun-19,504.0000
Nairobi Securities Exchange,17-Jun-19,12.4500
Safaricom Ltd Ord 0.05,17-Jun-19,27.2500
British American Tobacco Kenya Ltd Ord 10.00,18-Jun-19,504.0000
Car and General (K) Ltd Ord 5.00,18-Jun-19,24.3000
Nairobi Securities Exchange,18-Jun-19,12.1000
Safaricom Ltd Ord 0.05,18-Jun-19,27.3000
Nairobi Securities Exchange,19-Jun-19,12.1000
Safaricom Ltd Ord 0.05,19-Jun-19,27.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Jun-19,502.0000
Car and General (K) Ltd Ord 5.00,19-Jun-19,23.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Jun-19,505.0000
Car and General (K) Ltd Ord 5.00,20-Jun-19,24.0000
Safaricom Ltd Ord 0.05,20-Jun-19,27.1500
Nairobi Securities Exchange,20-Jun-19,12.2500
Nairobi Securities Exchange,21-Jun-19,12.2000
Car and General (K) Ltd Ord 5.00,21-Jun-19,24.0000
British American Tobacco Kenya Ltd Ord 10.00,21-Jun-19,505.0000
Safaricom Ltd Ord 0.05,21-Jun-19,27.2500
Nairobi Securities Exchange,24-Jun-19,12.3000
British American Tobacco Kenya Ltd Ord 10.00,24-Jun-19,506.0000
Car and General (K) Ltd Ord 5.00,24-Jun-19,24.0000
Safaricom Ltd Ord 0.05,24-Jun-19,27.3000
Safaricom Ltd Ord 0.05,25-Jun-19,27.4500
Nairobi Securities Exchange,25-Jun-19,12.5000
Car and General (K) Ltd Ord 5.00,25-Jun-19,24.0000
British American Tobacco Kenya Ltd Ord 10.00,25-Jun-19,505.0000
Safaricom Ltd Ord 0.05,26-Jun-19,27.5000
British American Tobacco Kenya Ltd Ord 10.00,26-Jun-19,505.0000
Nairobi Securities Exchange,26-Jun-19,12.2000
Car and General (K) Ltd Ord 5.00,26-Jun-19,24.5000
Nairobi Securities Exchange,27-Jun-19,12.3000
Safaricom Ltd Ord 0.05,27-Jun-19,27.5500
British American Tobacco Kenya Ltd Ord 10.00,27-Jun-19,505.0000
Car and General (K) Ltd Ord 5.00,27-Jun-19,24.5000
British American Tobacco Kenya Ltd Ord 10.00,28-Jun-19,500.0000
Car and General (K) Ltd Ord 5.00,28-Jun-19,24.5000
Safaricom Ltd Ord 0.05,28-Jun-19,28.1000
Nairobi Securities Exchange,28-Jun-19,12.2500
British American Tobacco Kenya Ltd Ord 10.00,01-Jul-19,504.0000
Safaricom Ltd Ord 0.05,01-Jul-19,28.1500
Nairobi Securities Exchange,01-Jul-19,12.2000
Car and General (K) Ltd Ord 5.00,01-Jul-19,23.7500
British American Tobacco Kenya Ltd Ord 10.00,02-Jul-19,504.0000
Safaricom Ltd Ord 0.05,02-Jul-19,28.1500
Car and General (K) Ltd Ord 5.00,02-Jul-19,23.7500
Nairobi Securities Exchange,02-Jul-19,12.2500
Safaricom Ltd Ord 0.05,03-Jul-19,28.1500
Nairobi Securities Exchange,03-Jul-19,12.3000
British American Tobacco Kenya Ltd Ord 10.00,03-Jul-19,506.0000
Car and General (K) Ltd Ord 5.00,03-Jul-19,23.0000
Safaricom Ltd Ord 0.05,04-Jul-19,27.7500
Nairobi Securities Exchange,04-Jul-19,12.3000
Car and General (K) Ltd Ord 5.00,04-Jul-19,23.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Jul-19,504.0000
Safaricom Ltd Ord 0.05,05-Jul-19,27.8500
Nairobi Securities Exchange,05-Jul-19,12.3000
Car and General (K) Ltd Ord 5.00,05-Jul-19,25.0000
British American Tobacco Kenya Ltd Ord 10.00,05-Jul-19,505.0000
Nairobi Securities Exchange,08-Jul-19,12.0500
Car and General (K) Ltd Ord 5.00,08-Jul-19,25.0000
Safaricom Ltd Ord 0.05,08-Jul-19,27.5500
British American Tobacco Kenya Ltd Ord 10.00,08-Jul-19,505.0000
Nairobi Securities Exchange,09-Jul-19,12.0500
Car and General (K) Ltd Ord 5.00,09-Jul-19,23.0000
British American Tobacco Kenya Ltd Ord 10.00,09-Jul-19,506.0000
Safaricom Ltd Ord 0.05,09-Jul-19,27.0000
Car and General (K) Ltd Ord 5.00,10-Jul-19,23.0000
Nairobi Securities Exchange,10-Jul-19,12.1000
Safaricom Ltd Ord 0.05,10-Jul-19,27.5000
British American Tobacco Kenya Ltd Ord 10.00,10-Jul-19,506.0000
Safaricom Ltd Ord 0.05,11-Jul-19,27.4500
British American Tobacco Kenya Ltd Ord 10.00,11-Jul-19,505.0000
Nairobi Securities Exchange,11-Jul-19,12.3500
Car and General (K) Ltd Ord 5.00,11-Jul-19,23.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Jul-19,507.0000
Safaricom Ltd Ord 0.05,12-Jul-19,27.7500
Nairobi Securities Exchange,12-Jul-19,12.2500
Car and General (K) Ltd Ord 5.00,12-Jul-19,23.0000
Nairobi Securities Exchange,15-Jul-19,12.0500
British American Tobacco Kenya Ltd Ord 10.00,15-Jul-19,520.0000
Safaricom Ltd Ord 0.05,15-Jul-19,27.5000
Car and General (K) Ltd Ord 5.00,15-Jul-19,23.0000
Safaricom Ltd Ord 0.05,16-Jul-19,28.0000
Nairobi Securities Exchange,16-Jul-19,12.5000
Nairobi Securities Exchange,17-Jul-19,12.0500
British American Tobacco Kenya Ltd Ord 10.00,17-Jul-19,520.0000
Car and General (K) Ltd Ord 5.00,17-Jul-19,23.0000
Safaricom Ltd Ord 0.05,17-Jul-19,27.9500
Safaricom Ltd Ord 0.05,18-Jul-19,27.7500
Nairobi Securities Exchange,18-Jul-19,11.9500
British American Tobacco Kenya Ltd Ord 10.00,18-Jul-19,510.0000
Car and General (K) Ltd Ord 5.00,18-Jul-19,23.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Jul-19,520.0000
Nairobi Securities Exchange,19-Jul-19,12.0000
Car and General (K) Ltd Ord 5.00,19-Jul-19,21.0000
Safaricom Ltd Ord 0.05,19-Jul-19,27.8500
British American Tobacco Kenya Ltd Ord 10.00,22-Jul-19,520.0000
Car and General (K) Ltd Ord 5.00,22-Jul-19,23.0000
Safaricom Ltd Ord 0.05,22-Jul-19,27.8000
Nairobi Securities Exchange,22-Jul-19,11.9500
Car and General (K) Ltd Ord 5.00,23-Jul-19,23.1000
Safaricom Ltd Ord 0.05,23-Jul-19,27.2500
British American Tobacco Kenya Ltd Ord 10.00,23-Jul-19,520.0000
Nairobi Securities Exchange,23-Jul-19,11.9500
Nairobi Securities Exchange,24-Jul-19,11.7500
British American Tobacco Kenya Ltd Ord 10.00,24-Jul-19,514.0000
Car and General (K) Ltd Ord 5.00,24-Jul-19,23.1000
Safaricom Ltd Ord 0.05,24-Jul-19,27.5000
Safaricom Ltd Ord 0.05,25-Jul-19,27.5000
Car and General (K) Ltd Ord 5.00,25-Jul-19,23.1000
Nairobi Securities Exchange,25-Jul-19,11.7000
British American Tobacco Kenya Ltd Ord 10.00,25-Jul-19,512.0000
Car and General (K) Ltd Ord 5.00,26-Jul-19,23.1000
Nairobi Securities Exchange,26-Jul-19,11.5500
Safaricom Ltd Ord 0.05,26-Jul-19,27.6000
British American Tobacco Kenya Ltd Ord 10.00,26-Jul-19,512.0000
Nairobi Securities Exchange,29-Jul-19,11.5000
British American Tobacco Kenya Ltd Ord 10.00,29-Jul-19,515.0000
Car and General (K) Ltd Ord 5.00,29-Jul-19,23.1000
Safaricom Ltd Ord 0.05,29-Jul-19,27.5500
British American Tobacco Kenya Ltd Ord 10.00,30-Jul-19,514.0000
Car and General (K) Ltd Ord 5.00,30-Jul-19,23.1000
Nairobi Securities Exchange,30-Jul-19,11.5000
Safaricom Ltd Ord 0.05,30-Jul-19,27.4500
Nairobi Securities Exchange,31-Jul-19,11.5000
Safaricom Ltd Ord 0.05,31-Jul-19,27.4000
Car and General (K) Ltd Ord 5.00,31-Jul-19,23.1000
British American Tobacco Kenya Ltd Ord 10.00,31-Jul-19,515.0000
Safaricom Ltd Ord 0.05,01-Aug-19,27.5500
Nairobi Securities Exchange,01-Aug-19,11.7500
British American Tobacco Kenya Ltd Ord 10.00,01-Aug-19,515.0000
Car and General (K) Ltd Ord 5.00,01-Aug-19,23.1000
Car and General (K) Ltd Ord 5.00,02-Aug-19,22.9500
British American Tobacco Kenya Ltd Ord 10.00,02-Aug-19,514.0000
Nairobi Securities Exchange,02-Aug-19,11.0500
Safaricom Ltd Ord 0.05,02-Aug-19,27.6000
Nairobi Securities Exchange,05-Aug-19,10.9500
Safaricom Ltd Ord 0.05,05-Aug-19,27.6000
British American Tobacco Kenya Ltd Ord 10.00,05-Aug-19,514.0000
Car and General (K) Ltd Ord 5.00,05-Aug-19,22.9500
Car and General (K) Ltd Ord 5.00,06-Aug-19,22.9500
Nairobi Securities Exchange,06-Aug-19,11.0000
Safaricom Ltd Ord 0.05,06-Aug-19,27.4500
British American Tobacco Kenya Ltd Ord 10.00,06-Aug-19,513.0000
Safaricom Ltd Ord 0.05,07-Aug-19,27.2000
Car and General (K) Ltd Ord 5.00,07-Aug-19,21.4000
British American Tobacco Kenya Ltd Ord 10.00,07-Aug-19,520.0000
Nairobi Securities Exchange,07-Aug-19,11.2000
British American Tobacco Kenya Ltd Ord 10.00,08-Aug-19,515.0000
Safaricom Ltd Ord 0.05,08-Aug-19,27.3000
Nairobi Securities Exchange,08-Aug-19,11.8500
Car and General (K) Ltd Ord 5.00,08-Aug-19,21.4000
Nairobi Securities Exchange,09-Aug-19,11.5500
Car and General (K) Ltd Ord 5.00,09-Aug-19,21.4000
Safaricom Ltd Ord 0.05,09-Aug-19,27.6500
British American Tobacco Kenya Ltd Ord 10.00,09-Aug-19,515.0000
Safaricom Ltd Ord 0.05,13-Aug-19,27.9000
Car and General (K) Ltd Ord 5.00,13-Aug-19,21.4000
Nairobi Securities Exchange,13-Aug-19,11.6500
British American Tobacco Kenya Ltd Ord 10.00,13-Aug-19,515.0000
Nairobi Securities Exchange,14-Aug-19,11.6000
Car and General (K) Ltd Ord 5.00,14-Aug-19,21.4000
British American Tobacco Kenya Ltd Ord 10.00,14-Aug-19,515.0000
Safaricom Ltd Ord 0.05,14-Aug-19,28.0000
Nairobi Securities Exchange,15-Aug-19,11.5500
Safaricom Ltd Ord 0.05,15-Aug-19,28.5000
British American Tobacco Kenya Ltd Ord 10.00,15-Aug-19,515.0000
Car and General (K) Ltd Ord 5.00,15-Aug-19,21.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Aug-19,515.0000
Nairobi Securities Exchange,16-Aug-19,11.0000
Safaricom Ltd Ord 0.05,16-Aug-19,29.2000
Car and General (K) Ltd Ord 5.00,16-Aug-19,21.5000
Safaricom Ltd Ord 0.05,19-Aug-19,29.4500
Nairobi Securities Exchange,19-Aug-19,11.1000
British American Tobacco Kenya Ltd Ord 10.00,19-Aug-19,520.0000
Car and General (K) Ltd Ord 5.00,19-Aug-19,21.5000
Nairobi Securities Exchange,20-Aug-19,11.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Aug-19,520.0000
Car and General (K) Ltd Ord 5.00,20-Aug-19,21.4500
Safaricom Ltd Ord 0.05,20-Aug-19,29.3000
Safaricom Ltd Ord 0.05,21-Aug-19,29.1000
British American Tobacco Kenya Ltd Ord 10.00,21-Aug-19,520.0000
Car and General (K) Ltd Ord 5.00,21-Aug-19,21.4500
Nairobi Securities Exchange,21-Aug-19,11.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Aug-19,511.0000
Safaricom Ltd Ord 0.05,22-Aug-19,29.0000
Nairobi Securities Exchange,22-Aug-19,11.1500
Car and General (K) Ltd Ord 5.00,22-Aug-19,21.4500
Safaricom Ltd Ord 0.05,23-Aug-19,28.9000
Car and General (K) Ltd Ord 5.00,23-Aug-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,23-Aug-19,511.0000
Nairobi Securities Exchange,23-Aug-19,11.1500
Car and General (K) Ltd Ord 5.00,26-Aug-19,21.4500
Nairobi Securities Exchange,26-Aug-19,11.1000
Safaricom Ltd Ord 0.05,26-Aug-19,28.3000
British American Tobacco Kenya Ltd Ord 10.00,26-Aug-19,511.0000
Safaricom Ltd Ord 0.05,27-Aug-19,28.2000
Car and General (K) Ltd Ord 5.00,27-Aug-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,27-Aug-19,511.0000
Nairobi Securities Exchange,27-Aug-19,11.4000
Car and General (K) Ltd Ord 5.00,28-Aug-19,21.4500
Nairobi Securities Exchange,28-Aug-19,11.0500
Safaricom Ltd Ord 0.05,28-Aug-19,28.0000
British American Tobacco Kenya Ltd Ord 10.00,28-Aug-19,510.0000
British American Tobacco Kenya Ltd Ord 10.00,29-Aug-19,511.0000
Nairobi Securities Exchange,29-Aug-19,10.5500
Car and General (K) Ltd Ord 5.00,29-Aug-19,21.4500
Safaricom Ltd Ord 0.05,29-Aug-19,28.2500
Car and General (K) Ltd Ord 5.00,30-Aug-19,21.4500
Safaricom Ltd Ord 0.05,30-Aug-19,28.1500
British American Tobacco Kenya Ltd Ord 10.00,30-Aug-19,510.0000
Nairobi Securities Exchange,30-Aug-19,10.7000
Safaricom Ltd Ord 0.05,02-Sep-19,28.0500
Car and General (K) Ltd Ord 5.00,02-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,02-Sep-19,505.0000
Nairobi Securities Exchange,02-Sep-19,10.7000
Safaricom Ltd Ord 0.05,03-Sep-19,26.2000
Nairobi Securities Exchange,03-Sep-19,10.4500
Car and General (K) Ltd Ord 5.00,03-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,03-Sep-19,500.0000
Car and General (K) Ltd Ord 5.00,04-Sep-19,21.4500
Safaricom Ltd Ord 0.05,04-Sep-19,26.6500
Nairobi Securities Exchange,04-Sep-19,10.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Sep-19,490.0000
Nairobi Securities Exchange,05-Sep-19,10.1000
Safaricom Ltd Ord 0.05,05-Sep-19,26.8500
Car and General (K) Ltd Ord 5.00,05-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,05-Sep-19,490.0000
Nairobi Securities Exchange,06-Sep-19,9.8600
Safaricom Ltd Ord 0.05,06-Sep-19,26.8000
Car and General (K) Ltd Ord 5.00,06-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,06-Sep-19,490.0000
British American Tobacco Kenya Ltd Ord 10.00,09-Sep-19,490.0000
Safaricom Ltd Ord 0.05,09-Sep-19,26.8500
Nairobi Securities Exchange,09-Sep-19,9.8200
Car and General (K) Ltd Ord 5.00,09-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,10-Sep-19,490.0000
Car and General (K) Ltd Ord 5.00,10-Sep-19,21.4500
Safaricom Ltd Ord 0.05,10-Sep-19,26.9500
Nairobi Securities Exchange,10-Sep-19,9.8200
Car and General (K) Ltd Ord 5.00,11-Sep-19,21.4500
Safaricom Ltd Ord 0.05,11-Sep-19,27.0500
British American Tobacco Kenya Ltd Ord 10.00,11-Sep-19,490.0000
Nairobi Securities Exchange,11-Sep-19,10.1000
Safaricom Ltd Ord 0.05,12-Sep-19,27.1500
Nairobi Securities Exchange,12-Sep-19,10.5000
Car and General (K) Ltd Ord 5.00,12-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,12-Sep-19,486.2500
Nairobi Securities Exchange,13-Sep-19,11.4500
Car and General (K) Ltd Ord 5.00,13-Sep-19,21.4500
British American Tobacco Kenya Ltd Ord 10.00,13-Sep-19,485.0000
Safaricom Ltd Ord 0.05,13-Sep-19,27.1500
British American Tobacco Kenya Ltd Ord 10.00,16-Sep-19,485.0000
Car and General (K) Ltd Ord 5.00,16-Sep-19,21.4500
Safaricom Ltd Ord 0.05,16-Sep-19,27.2000
Nairobi Securities Exchange,16-Sep-19,11.5000
Safaricom Ltd Ord 0.05,17-Sep-19,27.1500
Car and General (K) Ltd Ord 5.00,17-Sep-19,20.0000
Nairobi Securities Exchange,17-Sep-19,11.0000
British American Tobacco Kenya Ltd Ord 10.00,17-Sep-19,485.0000
Safaricom Ltd Ord 0.05,18-Sep-19,27.2500
Car and General (K) Ltd Ord 5.00,18-Sep-19,20.0000
Nairobi Securities Exchange,18-Sep-19,10.6500
British American Tobacco Kenya Ltd Ord 10.00,18-Sep-19,485.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Sep-19,485.0000
Safaricom Ltd Ord 0.05,19-Sep-19,27.2000
Car and General (K) Ltd Ord 5.00,19-Sep-19,20.0000
Nairobi Securities Exchange,19-Sep-19,10.7000
Nairobi Securities Exchange,20-Sep-19,10.5500
Car and General (K) Ltd Ord 5.00,20-Sep-19,20.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Sep-19,484.7500
Safaricom Ltd Ord 0.05,20-Sep-19,27.3500
Car and General (K) Ltd Ord 5.00,23-Sep-19,20.0000
British American Tobacco Kenya Ltd Ord 10.00,23-Sep-19,485.0000
Nairobi Securities Exchange,23-Sep-19,10.3000
Safaricom Ltd Ord 0.05,23-Sep-19,27.5000
Nairobi Securities Exchange,24-Sep-19,10.2500
Safaricom Ltd Ord 0.05,24-Sep-19,27.5000
British American Tobacco Kenya Ltd Ord 10.00,24-Sep-19,508.0000
Car and General (K) Ltd Ord 5.00,24-Sep-19,20.0000
Safaricom Ltd Ord 0.05,25-Sep-19,27.5500
British American Tobacco Kenya Ltd Ord 10.00,25-Sep-19,485.0000
Car and General (K) Ltd Ord 5.00,25-Sep-19,20.0500
Nairobi Securities Exchange,25-Sep-19,10.5500
British American Tobacco Kenya Ltd Ord 10.00,26-Sep-19,485.0000
Nairobi Securities Exchange,26-Sep-19,10.3000
Car and General (K) Ltd Ord 5.00,26-Sep-19,20.0500
Safaricom Ltd Ord 0.05,26-Sep-19,27.1500
Nairobi Securities Exchange,27-Sep-19,10.7000
British American Tobacco Kenya Ltd Ord 10.00,27-Sep-19,485.7500
Safaricom Ltd Ord 0.05,27-Sep-19,27.1000
Car and General (K) Ltd Ord 5.00,27-Sep-19,22.0000
Nairobi Securities Exchange,30-Sep-19,10.5500
British American Tobacco Kenya Ltd Ord 10.00,30-Sep-19,485.0000
Car and General (K) Ltd Ord 5.00,30-Sep-19,22.0000
Safaricom Ltd Ord 0.05,30-Sep-19,27.5000
British American Tobacco Kenya Ltd Ord 10.00,01-Oct-19,510.0000
Safaricom Ltd Ord 0.05,01-Oct-19,27.5500
Car and General (K) Ltd Ord 5.00,01-Oct-19,23.0000
Nairobi Securities Exchange,01-Oct-19,10.3000
Safaricom Ltd Ord 0.05,02-Oct-19,27.6500
Nairobi Securities Exchange,02-Oct-19,10.5000
Car and General (K) Ltd Ord 5.00,02-Oct-19,24.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Oct-19,510.0000
British American Tobacco Kenya Ltd Ord 10.00,03-Oct-19,500.0000
Safaricom Ltd Ord 0.05,03-Oct-19,28.1000
Nairobi Securities Exchange,03-Oct-19,10.3500
Car and General (K) Ltd Ord 5.00,03-Oct-19,24.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Oct-19,500.0000
Car and General (K) Ltd Ord 5.00,04-Oct-19,24.0000
Safaricom Ltd Ord 0.05,04-Oct-19,28.0500
Nairobi Securities Exchange,04-Oct-19,10.3500
Car and General (K) Ltd Ord 5.00,07-Oct-19,21.6000
Nairobi Securities Exchange,07-Oct-19,10.2500
Safaricom Ltd Ord 0.05,07-Oct-19,27.8500
British American Tobacco Kenya Ltd Ord 10.00,07-Oct-19,500.0000
Nairobi Securities Exchange,08-Oct-19,10.3500
Car and General (K) Ltd Ord 5.00,08-Oct-19,21.6000
Safaricom Ltd Ord 0.05,08-Oct-19,28.2000
British American Tobacco Kenya Ltd Ord 10.00,08-Oct-19,485.0000
Car and General (K) Ltd Ord 5.00,09-Oct-19,21.6000
British American Tobacco Kenya Ltd Ord 10.00,09-Oct-19,485.0000
Safaricom Ltd Ord 0.05,09-Oct-19,28.3000
Nairobi Securities Exchange,09-Oct-19,10.4000
Nairobi Securities Exchange,11-Oct-19,10.5500
Car and General (K) Ltd Ord 5.00,11-Oct-19,21.6000
Safaricom Ltd Ord 0.05,11-Oct-19,28.4500
British American Tobacco Kenya Ltd Ord 10.00,11-Oct-19,486.0000
Nairobi Securities Exchange,14-Oct-19,10.3000
British American Tobacco Kenya Ltd Ord 10.00,14-Oct-19,486.0000
Safaricom Ltd Ord 0.05,14-Oct-19,28.0000
Car and General (K) Ltd Ord 5.00,14-Oct-19,21.6000
Car and General (K) Ltd Ord 5.00,15-Oct-19,20.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Oct-19,486.0000
Safaricom Ltd Ord 0.05,15-Oct-19,27.9000
Nairobi Securities Exchange,15-Oct-19,10.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Oct-19,485.0000
Nairobi Securities Exchange,16-Oct-19,10.3500
Car and General (K) Ltd Ord 5.00,16-Oct-19,20.0000
Safaricom Ltd Ord 0.05,16-Oct-19,27.9000
Safaricom Ltd Ord 0.05,18-Oct-19,28.2500
Car and General (K) Ltd Ord 5.00,18-Oct-19,22.0000
Nairobi Securities Exchange,18-Oct-19,10.3500
British American Tobacco Kenya Ltd Ord 10.00,18-Oct-19,485.0000
Safaricom Ltd Ord 0.05,22-Oct-19,28.4500
Nairobi Securities Exchange,22-Oct-19,10.1500
British American Tobacco Kenya Ltd Ord 10.00,22-Oct-19,485.0000
Car and General (K) Ltd Ord 5.00,22-Oct-19,22.0000
Safaricom Ltd Ord 0.05,23-Oct-19,28.5000
Nairobi Securities Exchange,23-Oct-19,10.3000
British American Tobacco Kenya Ltd Ord 10.00,23-Oct-19,485.0000
Car and General (K) Ltd Ord 5.00,23-Oct-19,22.0000
Car and General (K) Ltd Ord 5.00,24-Oct-19,22.0000
Nairobi Securities Exchange,24-Oct-19,10.3000
British American Tobacco Kenya Ltd Ord 10.00,24-Oct-19,485.0000
Safaricom Ltd Ord 0.05,24-Oct-19,28.6000
Car and General (K) Ltd Ord 5.00,25-Oct-19,22.0000
British American Tobacco Kenya Ltd Ord 10.00,25-Oct-19,485.0000
Nairobi Securities Exchange,25-Oct-19,10.4500
Safaricom Ltd Ord 0.05,25-Oct-19,28.7000
Car and General (K) Ltd Ord 5.00,28-Oct-19,22.0000
British American Tobacco Kenya Ltd Ord 10.00,28-Oct-19,490.0000
Safaricom Ltd Ord 0.05,28-Oct-19,28.8500
Nairobi Securities Exchange,28-Oct-19,10.5500
British American Tobacco Kenya Ltd Ord 10.00,29-Oct-19,490.0000
Nairobi Securities Exchange,29-Oct-19,10.9500
Safaricom Ltd Ord 0.05,29-Oct-19,28.9000
Car and General (K) Ltd Ord 5.00,29-Oct-19,22.0000
Car and General (K) Ltd Ord 5.00,30-Oct-19,22.0000
Safaricom Ltd Ord 0.05,30-Oct-19,29.2500
British American Tobacco Kenya Ltd Ord 10.00,30-Oct-19,485.0000
Nairobi Securities Exchange,30-Oct-19,11.0000
Car and General (K) Ltd Ord 5.00,31-Oct-19,22.0000
Safaricom Ltd Ord 0.05,31-Oct-19,29.7500
British American Tobacco Kenya Ltd Ord 10.00,31-Oct-19,485.0000
Nairobi Securities Exchange,31-Oct-19,11.6500
British American Tobacco Kenya Ltd Ord 10.00,01-Nov-19,498.7500
Car and General (K) Ltd Ord 5.00,01-Nov-19,22.0000
Nairobi Securities Exchange,01-Nov-19,12.3000
Safaricom Ltd Ord 0.05,01-Nov-19,30.3000
British American Tobacco Kenya Ltd Ord 10.00,04-Nov-19,545.0000
Car and General (K) Ltd Ord 5.00,04-Nov-19,23.0000
Safaricom Ltd Ord 0.05,04-Nov-19,30.4000
Nairobi Securities Exchange,04-Nov-19,12.4500
Nairobi Securities Exchange,05-Nov-19,12.3000
British American Tobacco Kenya Ltd Ord 10.00,05-Nov-19,545.0000
Car and General (K) Ltd Ord 5.00,05-Nov-19,21.0000
Safaricom Ltd Ord 0.05,05-Nov-19,30.5000
Nairobi Securities Exchange,08-Nov-19,12.2000
British American Tobacco Kenya Ltd Ord 10.00,08-Nov-19,545.0000
Safaricom Ltd Ord 0.05,08-Nov-19,30.0000
Car and General (K) Ltd Ord 5.00,08-Nov-19,21.0000
Nairobi Securities Exchange,11-Nov-19,12.0500
Car and General (K) Ltd Ord 5.00,11-Nov-19,21.0000
British American Tobacco Kenya Ltd Ord 10.00,11-Nov-19,545.0000
Safaricom Ltd Ord 0.05,11-Nov-19,29.4000
Nairobi Securities Exchange,12-Nov-19,12.1500
Safaricom Ltd Ord 0.05,12-Nov-19,29.0000
Car and General (K) Ltd Ord 5.00,12-Nov-19,21.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Nov-19,499.2500
Car and General (K) Ltd Ord 5.00,13-Nov-19,21.0000
British American Tobacco Kenya Ltd Ord 10.00,13-Nov-19,500.0000
Safaricom Ltd Ord 0.05,13-Nov-19,29.3000
Nairobi Securities Exchange,13-Nov-19,12.2000
British American Tobacco Kenya Ltd Ord 10.00,14-Nov-19,500.0000
Safaricom Ltd Ord 0.05,14-Nov-19,29.9500
Car and General (K) Ltd Ord 5.00,14-Nov-19,21.0000
Nairobi Securities Exchange,14-Nov-19,12.3500
Safaricom Ltd Ord 0.05,15-Nov-19,28.7500
British American Tobacco Kenya Ltd Ord 10.00,15-Nov-19,500.0000
Nairobi Securities Exchange,15-Nov-19,12.4000
Car and General (K) Ltd Ord 5.00,15-Nov-19,21.0000
Nairobi Securities Exchange,18-Nov-19,12.3500
Car and General (K) Ltd Ord 5.00,18-Nov-19,21.0000
British American Tobacco Kenya Ltd Ord 10.00,18-Nov-19,486.7500
Safaricom Ltd Ord 0.05,18-Nov-19,28.5500
Nairobi Securities Exchange,19-Nov-19,12.4000
Safaricom Ltd Ord 0.05,19-Nov-19,28.5500
British American Tobacco Kenya Ltd Ord 10.00,19-Nov-19,490.2500
Car and General (K) Ltd Ord 5.00,19-Nov-19,21.0500
Nairobi Securities Exchange,21-Nov-19,12.4000
Car and General (K) Ltd Ord 5.00,21-Nov-19,21.0500
British American Tobacco Kenya Ltd Ord 10.00,21-Nov-19,490.0000
Safaricom Ltd Ord 0.05,21-Nov-19,28.5000
Car and General (K) Ltd Ord 5.00,22-Nov-19,21.0500
British American Tobacco Kenya Ltd Ord 10.00,22-Nov-19,490.0000
Safaricom Ltd Ord 0.05,22-Nov-19,28.4500
Nairobi Securities Exchange,22-Nov-19,12.2500
Safaricom Ltd Ord 0.05,25-Nov-19,28.9000
Car and General (K) Ltd Ord 5.00,25-Nov-19,21.0500
British American Tobacco Kenya Ltd Ord 10.00,25-Nov-19,490.0000
Nairobi Securities Exchange,25-Nov-19,11.9000
Nairobi Securities Exchange,26-Nov-19,12.0500
